step,time_s,inventory_mol,input_mol,residual_mol,inventory_rate_mol_s,input_rate_mol_s,balance_rate_mol_s,predicted_rate_mol_s,predicted_integral_mol,loop_inventory_mol,supplied_inventory,current_A,capacity_Ah
0.000000000000000000e+00,2.150000000000000000e+02,9.754383252641289116e-05,0.000000000000000000e+00,-2.506805527047184512e-14,-1.157500668762883530e-16,0.000000000000000000e+00,-1.157500668762883530e-16,-1.157497519489046338e-16,-2.482323791271926134e-14,9.754383252641286406e-05,1.355988419089531282e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.200000000000000000e+02,9.754383252581224316e-05,0.000000000000000000e+00,-2.566870327402881458e-14,-1.159879892874454172e-16,0.000000000000000000e+00,-1.159879892874454172e-16,-1.159875060026552444e-16,-2.540258105759816161e-14,9.754383252581218895e-05,1.355988419185916584e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.250000000000000000e+02,9.754383252521147318e-05,0.000000000000000000e+00,-2.626947325033018865e-14,-1.162257050703608476e-16,0.000000000000000000e+00,-1.162257050703608476e-16,-1.162252600564087393e-16,-2.598311297274582261e-14,9.754383252521159516e-05,1.355988419282302970e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.300000000000000000e+02,9.754383252461086584e-05,0.000000000000000000e+00,-2.687008059630568990e-14,-1.164633509773373882e-16,0.000000000000000000e+00,-1.164633509773373882e-16,-1.164630141101649212e-16,-2.656483365816225694e-14,9.754383252461092005e-05,1.355988419378688272e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.350000000000000000e+02,9.754383252401025849e-05,0.000000000000000000e+00,-2.747068794228119115e-14,-1.167009925896790605e-16,0.000000000000000000e+00,-1.167009925896790605e-16,-1.167007681639239628e-16,-2.714774311384748040e-14,9.754383252401028560e-05,1.355988419475073845e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.400000000000000000e+02,9.754383252340961049e-05,0.000000000000000000e+00,-2.807133594583816061e-14,-1.169388810056018318e-16,0.000000000000000000e+00,-1.169388810056018318e-16,-1.169385222176856421e-16,-2.773184133980150560e-14,9.754383252340956983e-05,1.355988419571459418e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.450000000000000000e+02,9.754383252280881341e-05,0.000000000000000000e+00,-2.867213302719384682e-14,-1.171766102723568721e-16,0.000000000000000000e+00,-1.171766102723568721e-16,-1.171762762714502057e-16,-2.831712833602434515e-14,9.754383252280892183e-05,1.355988419667844449e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.500000000000000000e+02,9.754383252220811119e-05,0.000000000000000000e+00,-2.927283524085944055e-14,-1.174144081104766407e-16,0.000000000000000000e+00,-1.174144081104766407e-16,-1.174140303252175549e-16,-2.890360410251601169e-14,9.754383252220813830e-05,1.355988419764229751e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.550000000000000000e+02,9.754383252160749029e-05,0.000000000000000000e+00,-2.987345613936209787e-14,-1.176521127425875602e-16,0.000000000000000000e+00,-1.176521127425875602e-16,-1.176517843789876652e-16,-2.949126863927652731e-14,9.754383252160749029e-05,1.355988419860615596e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.600000000000000000e+02,9.754383252100689650e-05,0.000000000000000000e+00,-3.047404993281044305e-14,-1.178897899785324492e-16,0.000000000000000000e+00,-1.178897899785324492e-16,-1.178895384327605365e-16,-3.008012194630589831e-14,9.754383252100692361e-05,1.355988419957001711e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.650000000000000000e+02,9.754383252040616718e-05,0.000000000000000000e+00,-3.107477925153034892e-14,-1.181277702292442272e-16,0.000000000000000000e+00,-1.181277702292442272e-16,-1.181272924865361687e-16,-3.067016402360413731e-14,9.754383252040614008e-05,1.355988420053386200e-04,0.000000000000000000e+00,0.000000000000000000e+00
